stock,horizon,target_threshold,best_threshold,test_positive_rate,signal_rate,precision,recall,f1,balanced_accuracy,accuracy,proba_mean,proba_std,proba_min,proba_max,n_test,n_signals,error
TSLA,30,0.02,0.5999999999999999,0.645,0.02,0.25,0.007751937984496124,0.015037593984962405,0.48274920842886776,0.345,0.4199377209611513,0.18418070187061805,0.10539208158394714,0.9112711811761255,200,4,
TSLA,30,0.03,0.44999999999999996,0.61,0.02,0.25,0.00819672131147541,0.015873015873015872,0.4848675914249685,0.38,0.396499611804358,0.1917334524700262,0.08288566170046877,0.9162238523237075,200,4,
TSLA,30,0.05,0.49999999999999994,0.55,0.02,0.25,0.00909090909090909,0.017543859649122806,0.48787878787878786,0.44,0.39690818736909944,0.16743852067840892,0.0586949658053252,0.8727324882864377,200,4,
TSLA,30,0.07,0.44999999999999996,0.51,0.02,0.25,0.00980392156862745,0.018867924528301886,0.4895958383353341,0.48,0.35770286893149555,0.17147477743709713,0.07808611595282189,0.7724576472347944,200,4,
TSLA,45,0.02,0.44999999999999996,0.655,0.02,1.0,0.030534351145038167,0.05925925925925926,0.5152671755725191,0.365,0.43203193034592485,0.22780736294943277,0.058105345707472215,0.9616620109940628,200,4,
TSLA,45,0.03,0.7,0.65,0.02,1.0,0.03076923076923077,0.05970149253731343,0.5153846153846153,0.37,0.44067358849188737,0.22222772628166138,0.08913020851622377,0.9433293882303102,200,4,
TSLA,45,0.05,0.7,0.61,0.02,0.75,0.02459016393442623,0.047619047619047616,0.5058848255569567,0.4,0.3848883516243934,0.23364927527416907,0.07587584859612061,0.9699435572163068,200,4,
TSLA,45,0.07,0.5999999999999999,0.57,0.02,0.25,0.008771929824561403,0.01694915254237288,0.48694410444716446,0.42,0.3686654180716593,0.23868135629799264,0.03355912834745867,0.9421019909014514,200,4,
TSLA,60,0.02,0.39999999999999997,0.62,0.02,1.0,0.03225806451612903,0.0625,0.5161290322580645,0.4,0.3538332192317426,0.19239626573219523,0.04150666909473479,0.9336552053717952,200,4,
TSLA,60,0.03,0.3,0.605,0.02,1.0,0.03305785123966942,0.064,0.5165289256198347,0.415,0.3365350981581682,0.19662358991181159,0.06072519753132099,0.9390012865544813,200,4,
TSLA,60,0.05,0.39999999999999997,0.59,0.02,1.0,0.03389830508474576,0.06557377049180328,0.5169491525423728,0.43,0.3428151324995827,0.20137119946978813,0.03741464851763157,0.9635610167122415,200,4,
TSLA,60,0.07,0.44999999999999996,0.57,0.02,1.0,0.03508771929824561,0.06779661016949153,0.5175438596491229,0.45,0.3437665028463331,0.217363888645059,0.043400122588794506,0.9625077860810376,200,4,
AMD,10,0.02,0.3,0.305,0.045,0.2222222222222222,0.03278688524590164,0.05714285714285714,0.4912135865078429,0.67,0.4163295069871914,0.1792183363543968,0.11517448000476097,0.7847023527122942,200,9,
AMD,10,0.03,0.3,0.275,0.045,0.1111111111111111,0.01818181818181818,0.03125,0.48150470219435737,0.69,0.39179510249607574,0.19333967096265975,0.09329414733033049,0.8026592004523259,200,9,
AMD,10,0.05,0.3,0.23,0.015,0.0,0.0,0.0,0.4902597402597403,0.755,0.30262080562279736,0.16904671731785445,0.08586943723497288,0.7545067624751773,200,3,
AMD,10,0.07,0.3,0.175,0.0,0.0,0.0,0.0,0.5,0.825,0.2718342288544555,0.15968793104154527,0.07809071361626106,0.6831663966457729,200,0,
AMD,20,0.02,0.35,0.315,0.04,0.0,0.0,0.0,0.4708029197080292,0.645,0.42078265299270745,0.17743070247122936,0.13333329730971819,0.9495788274428714,200,8,
AMD,20,0.03,0.35,0.29,0.035,0.0,0.0,0.0,0.4753521126760563,0.675,0.38735019422617223,0.16285199184088298,0.1253374469903453,0.9040164496552158,200,7,
