stock,model,horizon,threshold,n_samples,target_rate,recall,precision,note,accuracy,balanced_accuracy
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
,,,0.01,0,,,,skip (target constant ou trop peu de données),,
,,,0.02,0,,,,skip (target constant ou trop peu de données),,
,,,0.03,0,,,,skip (target constant ou trop peu de données),,
,,,0.05,0,,,,skip (target constant ou trop peu de données),,
,,,0.07,0,,,,skip (target constant ou trop peu de données),,
,,,0.1,0,,,,skip (target constant ou trop peu de données),,
,,,0.15,0,,,,skip (target constant ou trop peu de données),,
,,,0.18,0,,,,skip (target constant ou trop peu de données),,
,,,0.2,0,,,,skip (target constant ou trop peu de données),,
